locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1163798,"SOHOMEI, LLC",Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,1,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:6AM-7AM,,,20180521,1,07/15/2019 12:00:00 AM,"(0.0, 0.0)",,,,,
1723884,Brazuca Grill,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.76329905604460,-122.38848230680500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.76329905604463, -122.38848230680541)",14,3,8,28856,29
1729543,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,23MFF-00013,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00013&ExportPDF=1&Filename=23MFF-00013_schedule.pdf,,,10/03/2023 12:00:00 AM,20230926,0,11/15/2024 12:00:00 AM,"(0.0, 0.0)",,,,,
1163405,Julie's Hot Dogs,Truck,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2365 MISSION ST,3595024,3595,24,17MFF-0190,EXPIRED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,6007087.513,2104603.286,37.75924028515020,-122.4185441711170,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0190&ExportPDF=1&Filename=17MFF-0190_schedule.pdf,Su/Fr/Sa:12AM-3AM;Th/Fr/Sa:10PM-12AM,,05/17/2018 12:00:00 AM,20170824,0,07/15/2019 12:00:00 AM,"(37.75924028515023, -122.4185441711166)",2,4,7,28859,19
1042438,Ruru Juice LLC,Truck,12316000,SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99),80 SUTTER ST,289005,289,5,17MFF-0198,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,6012142.609,2115828.791,37.79034624734140,-122.4018501909890,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,Mo/We/Fr:9AM-1PM,,,20171129,0,,"(37.79034624734142, -122.4018501909886)",4,1,10,28854,6
1587393,Truly Food & More,Truck,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,21MFF-00151,REQUESTED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Water: Sodas,6002948.585,2087593.93,37.712302604744400,-122.43164419037300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00151&ExportPDF=1&Filename=21MFF-00151_schedule.pdf,,,,20211229,0,11/15/2022 12:00:00 AM,"(37.712302604744416, -122.43164419037294)",9,7,6,28861,5
1585475,"San Francisco Street Foods, Inc.",Push Cart,30049000,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,234,17,21MFF-00146,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.794331003246800,-122.39581105302300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00146&ExportPDF=1&Filename=21MFF-00146_schedule.pdf,,,12/17/2021 12:00:00 AM,20211217,1,11/15/2022 12:00:00 AM,"(37.794331003246846, -122.39581105302317)",4,1,10,28855,6
1744302,"BOWL'D ACAI, LLC.",Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,261005,261,5,23MFF-00048,APPROVED,Acai Bowls: Smoothies: Juices,6012649.224,2116554.374,37.79236678688310,-122.40014830676700,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00048&ExportPDF=1&Filename=23MFF-00048_schedule.pdf,,,11/27/2023 12:00:00 AM,20231121,0,11/15/2024 12:00:00 AM,"(37.79236678688307, -122.40014830676716)",4,1,10,28854,6
1723899,Brazuca Grill,Truck,5762000,FRANCISCO ST: MASON ST to TAYLOR ST (500 - 599),500 FRANCISCO ST,42022,42,22,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6008645.39687,2121255.00971,37.805049509058900,-122.41433443694000,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.805049509058854, -122.41433443693992)",3,1,10,308,23
1750846,TING TING MINI MOBILE DELI,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015824.111,2092689.211,37.7270146636245,-122.38749735902200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00054&ExportPDF=1&Filename=23MFF-00054_schedule.pdf,,,03/28/2024 12:00:00 AM,20231229,1,11/15/2024 12:00:00 AM,"(37.7270146636245, -122.38749735902202)",10,3,8,58,1
1611740,Kid Abelha - Brazilian Hamburgers,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),125 NAPOLEON ST,5230021,5230,21,21MFF-00070,EXPIRED,Brazilian Hamburgers,6013179.574,2099968.78,37.746856017691900,-122.39714976579400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00070&ExportPDF=1&Filename=21MFF-00070_schedule.pdf,,,09/29/2022 12:00:00 AM,20210520,0,11/15/2023 12:00:00 AM,"(37.746856017691925, -122.39714976579396)",10,3,8,58,1
839523,Halal Cart of San Francisco,Push Cart,8741201,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,266009,266,9,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,6013006.032,2116325.123,37.791757205944400,-122.39889763689200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,,,20160812,0,,"(37.791757205944414, -122.39889763689186)",4,1,10,28860,6
953198,"Santana ESG, Inc.",Truck,11834000,SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,3571014,3571,14,17MFF-0169,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6007701.412,2106595.633,37.764745350719500,-122.41656213947000,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0169&ExportPDF=1&Filename=17MFF-0169_schedule.pdf,Sa-Su:10AM-6PM;Mo-Fr:10AM-10PM,,03/21/2017 12:00:00 AM,20170321,1,07/15/2018 12:00:00 AM,"(37.764745350719494, -122.41656213947006)",8,4,7,28859,19
1723811,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.748445338837700,-122.38687903198000,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,09/12/2023 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.748445338837655, -122.38687903197963)",10,3,8,58,1
1660642,The Geez Freeze,Truck,887000,18TH ST: DOLORES ST to CHURCH ST (3700 - 3799),3750 18TH ST,3579006,3579,6,22MFF-00086,EXPIRED,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,6004575.869,2105666.974,37.76201920035650,-122.42730642251300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00086&ExportPDF=1&Filename=22MFF-00086_schedule.pdf,,,11/21/2022 12:00:00 AM,20221121,0,11/15/2023 12:00:00 AM,"(37.76201920035647, -122.42730642251331)",8,4,5,28862,3
1332938,Mini Mobile Food Catering,Truck,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,8703006,8703,6,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6012806.32546,2109136.8203,37.77200865646880,-122.3990838454730,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,06/26/2019 12:00:00 AM,20190626,1,01/15/2021 12:00:00 AM,"(37.77200865646878, -122.3990838454733)",14,2,9,310,20
1741751,San Pancho's Tacos,Truck,2801101,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,5598008,5598,8,23MFF-00047,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00047&ExportPDF=1&Filename=23MFF-00047_schedule.pdf,,,12/07/2023 12:00:00 AM,20231116,1,11/15/2024 12:00:00 AM,"(0.0, 0.0)",,,,,
1656382,San Francisco Taco Truck,Truck,13660000,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,9,22MFF-00030,APPROVED,Tacos: Tortas: Burritos,6012447.306,2093773.934,37.72980548057410,-122.39924710472400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00030&ExportPDF=1&Filename=22MFF-00030_schedule.pdf,,,,20220421,0,11/15/2024 12:00:00 AM,"(37.72980548057414, -122.39924710472444)",10,3,8,58,1
1359707,Union Square Business Improvement District,Truck,8626000,MAIDEN LN: GRANT AVE to STOCKTON ST (100 - 199),Assessors Block /Lot,,,,19MFF-00125,REQUESTED,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00125&ExportPDF=1&Filename=19MFF-00125_schedule.pdf,,,,20190920,0,07/15/2020 12:00:00 AM,"(0.0, 0.0)",,,,,
931094,Swell Cream & Coffee,Truck,12410000,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,2363022,2363,22,17MFF-0002,REQUESTED,Ice cream: coffee: pastries,5985532.259,2098975.331,37.74255037355930,-122.49267708221500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,,,20170130,0,01/30/2018 12:00:00 AM,"(37.74255037355925, -122.49267708221483)",1,8,3,29491,35
1575189,Park's Catering,Truck,5582000,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,49,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6018439.93443,2092406.50106,37.726382932182200,-122.37843478266800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.726382932182176, -122.37843478266778)",10,3,8,58,1
1750840,TING TING MINI MOBILE DELI,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017542.344,2092456.505,37.72647071624600,-122.38154121915800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00054&ExportPDF=1&Filename=23MFF-00054_schedule.pdf,,,03/28/2024 12:00:00 AM,20231229,1,11/15/2024 12:00:00 AM,"(37.72647071624597, -122.38154121915817)",10,3,8,58,1
1332936,Mini Mobile Food Catering,Truck,2138000,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,3905011,3905,11,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009738.83721,2107942.1941,37.76855707131210,-122.40961023629800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,06/26/2019 12:00:00 AM,20190626,1,01/15/2021 12:00:00 AM,"(37.76855707131207, -122.40961023629804)",8,4,8,28853,19
1750856,TING TING MINI MOBILE DELI,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,1,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.72439752974340,-122.39150511638300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00054&ExportPDF=1&Filename=23MFF-00054_schedule.pdf,,,03/28/2024 12:00:00 AM,20231229,1,11/15/2024 12:00:00 AM,"(37.72439752974338, -122.39150511638297)",10,3,8,58,1
1334599,Tacos El Ojo De Agua,Truck,177000,03RD ST: SOUTH PARK to VARNEY PL (548 - 586),551 03RD ST,3775025,3775,25,19MFF-00046,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water,6014157.282,2112255.562,37.780647210048400,-122.39462918166200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00046&ExportPDF=1&Filename=19MFF-00046_schedule.pdf,,,07/02/2019 12:00:00 AM,20190702,0,01/15/2021 12:00:00 AM,"(37.780647210048365, -122.39462918166163)",6,2,9,28856,6
1658364,Treats by the Bay LLC,Truck,5170000,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,22MFF-00055,EXPIRED,Prepackaged Kettlecorn,6010286.046,2114141.69,37.78561008636920,-122.40815476434500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00055&ExportPDF=1&Filename=22MFF-00055_schedule.pdf,,,11/08/2022 12:00:00 AM,20221108,0,11/15/2023 12:00:00 AM,"(37.78561008636915, -122.40815476434545)",14,10,10,28852,36
1344203,"Bay Area Dots, LLC",Push Cart,25524000,TAYLOR ST: BAY ST intersection,567 BAY ST,43001,43,1,19MFF-00117,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00117&ExportPDF=1&Filename=19MFF-00117_schedule.pdf,,,,20190802,1,07/15/2020 12:00:00 AM,"(0.0, 0.0)",,,,,
1723870,Brazuca Grill,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.770683395042600,-122.42087956139900,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,03/01/2024 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.770683395042624, -122.42087956139908)",8,2,9,28853,19
1723804,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.746470506647100,-122.38899080865400,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,09/12/2023 12:00:00 AM,20230911,1,11/15/2024 12:00:00 AM,"(37.746470506647114, -122.38899080865444)",10,3,8,58,1
1733611,Buenafe,Truck,5335000,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,5280001,5280,1,23MFF-00025,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6014320.244,2097246.796,37.73944545286910,-122.39301498669800,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00025&ExportPDF=1&Filename=23MFF-00025_schedule.pdf,,,10/18/2023 12:00:00 AM,20231013,0,11/15/2024 12:00:00 AM,"(37.73944545286909, -122.39301498669842)",10,3,8,58,1
934555,"Casey's Pizza, LLC",Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,260002,260,2,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012313.995,2116649.543,37.792609401119000,-122.40131490545100,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Mo/We:10AM-2PM,,08/29/2017 12:00:00 AM,20170213,0,07/15/2018 12:00:00 AM,"(37.792609401119016, -122.40131490545147)",4,1,10,28854,6
1575178,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,16,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014805.514,2099795.201,37.74646978811480,-122.3915152387720,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74646978811481, -122.3915152387716)",10,3,8,58,1
1591779,Street Meet,Truck,6552000,GROVE ST: 08TH ST \ HYDE ST \ MARKET ST to LARKIN ST (1 - 55),30 GROVE ST,354001,354,1,22MFF-00009,SUSPEND,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.779159119969,-122.4158078824270,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00009&ExportPDF=1&Filename=22MFF-00009_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.779159119969, -122.4158078824267)",7,10,9,28852,36
1750836,TING TING MINI MOBILE DELI,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00054&ExportPDF=1&Filename=23MFF-00054_schedule.pdf,,,03/28/2024 12:00:00 AM,20231229,1,11/15/2024 12:00:00 AM,"(0.0, 0.0)",,,,,
959619,"Kabob Trolley, LLC",Push Cart,267001,04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,8702606,8702,606,17MFF-0177,REQUESTED,Gyros: Kebobs: refreshments and dessert,6014485.06287,2111154.51751,37.77764220851000,-122.39341814593200,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0177&ExportPDF=1&Filename=17MFF-0177_schedule.pdf,Mo-Su:10AM-8PM,,,20170407,0,03/15/2018 12:00:00 AM,"(37.77764220851001, -122.39341814593186)",6,2,9,28856,20
1750860,TING TING MINI MOBILE DELI,Truck,5452000,FELL ST: BRODERICK ST to BAKER ST (1300 - 1399),1377 FELL ST,1214017,1214,17,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6000983.009,2109845.279,37.773287940470400,-122.44003231663500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00054&ExportPDF=1&Filename=23MFF-00054_schedule.pdf,,,03/28/2024 12:00:00 AM,20231229,1,11/15/2024 12:00:00 AM,"(37.773287940470354, -122.44003231663504)",15,5,11,29492,10
1163783,"SOHOMEI, LLC",Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,646005,646,5,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.78982691876330,-122.42112628905600,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:10AM-11AM,,,20180521,1,07/15/2019 12:00:00 AM,"(37.78982691876333, -122.42112628905566)",13,9,10,28858,21
948140,Eli's Hot Dogs,Push Cart,7504000,JERROLD AVE: BARNEVELD AVE to JERROLD AVE (2351 - 2369),101 BAY SHORE BLVD,5559018,5559,18,17MFF-0155,REQUESTED,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,6011376.107,2100039.012,37.746948295513100,-122.40339096031300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0155&ExportPDF=1&Filename=17MFF-0155_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-5PM,,,20170314,1,03/15/2017 12:00:00 AM,"(37.746948295513135, -122.40339096031298)",10,3,8,58,1
1757027,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,24MFF-00004,APPROVED,Everything,6014566.387,2112472.164,37.781264686022800,-122.3932290415380,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=24MFF-00004&ExportPDF=1&Filename=24MFF-00004_schedule.pdf,,,02/08/2024 12:00:00 AM,20240124,0,11/15/2024 12:00:00 AM,"(37.781264686022816, -122.3932290415377)",6,2,9,28856,6
1332937,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,3,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.28445,2109254.17608,37.772363914767300,-122.39704097036300,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,06/26/2019 12:00:00 AM,20190626,1,01/15/2021 12:00:00 AM,"(37.772363914767254, -122.39704097036318)",14,2,9,310,20
1575182,Park's Catering,Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,21MFF-00115,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016479.94361,2099135.86798,37.74475219161640,-122.38567924872100,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74475219161639, -122.38567924872147)",10,3,8,58,1
1732543,Bonito Poke,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6013858.05956,2115347.09492,37.78911920766770,-122.39588103933500,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 12:00:00 AM,"(37.78911920766765, -122.39588103933524)",12,2,9,28855,6
